年纪,工作性质,家庭收入,学位,婚姻状况,工作类型,家庭情况,族裔,性别,工作地点,标签
40,Private,152685,Bachelor,Single,Contract,Living Alone,Asian,Female,Urban,1
18,Government,65516,Master,Divorced,Intern,Living Alone,White,Female,Urban,1
67,Government,21483,Highschool,Divorced,Intern,Living with Roommates,Black,Male,Rural,0
19,Government,175866,Master,Married,Full-time,Living with Family,Asian,Female,Rural,1
36,Unemployed,173651,PhD,Married,Part-time,Living with Family,Black,Male,Suburban,1
55,Government,40216,Highschool,Widowed,Contract,Living Alone,Hispanic,Female,Rural,0
57,Government,136850,Master,Divorced,Intern,Living with Roommates,Asian,Female,Urban,1
65,Government,70020,Highschool,Married,Intern,Living Alone,Hispanic,Male,Rural,1
59,Unemployed,69389,PhD,Widowed,Part-time,Living Alone,White,Female,Urban,1
66,Unemployed,74973,Bachelor,Married,Part-time,Living with Family,Other,Male,Urban,1
57,Government,21094,Master,Single,Contract,Living with Family,Asian,Male,Urban,0
67,Private,84507,Master,Married,Intern,Living Alone,White,Male,Rural,1
31,Private,159681,Highschool,Single,Full-time,Living with Roommates,White,Male,Urban,1
68,Unemployed,122478,Bachelor,Widowed,Full-time,Living Alone,Hispanic,Male,Suburban,1
35,Government,88123,Master,Single,Contract,Living Alone,Asian,Male,Rural,1
48,Self-emp,99619,Master,Married,Intern,Living with Family,Black,Male,Rural,1
56,Government,28601,Bachelor,Divorced,Contract,Living with Roommates,Asian,Female,Urban,0
45,Government,75966,Bachelor,Single,Full-time,Living Alone,Asian,Male,Rural,1
42,Private,153612,Highschool,Divorced,Contract,Living with Roommates,Hispanic,Male,Urban,1
20,Government,61062,Bachelor,Married,Contract,Living Alone,Other,Female,Rural,1
31,Self-emp,166450,Highschool,Widowed,Part-time,Living Alone,Black,Female,Rural,1
23,Self-emp,71432,PhD,Single,Contract,Living with Roommates,Hispanic,Female,Suburban,1
23,Unemployed,124442,Master,Divorced,Contract,Living Alone,Hispanic,Female,Rural,1
54,Unemployed,186280,Highschool,Married,Full-time,Living Alone,Asian,Female,Suburban,1
32,Self-emp,58553,Master,Single,Intern,Living with Roommates,Black,Male,Suburban,1
52,Government,169392,Bachelor,Single,Contract,Living Alone,Other,Male,Rural,1
24,Self-emp,191081,Highschool,Married,Full-time,Living with Family,Black,Male,Suburban,1
51,Government,143937,Master,Divorced,Full-time,Living with Family,White,Male,Urban,1
20,Government,198765,Bachelor,Married,Part-time,Living Alone,Hispanic,Female,Suburban,1
25,Private,136882,Bachelor,Widowed,Intern,Living with Family,Asian,Male,Urban,1
63,Government,147102,PhD,Divorced,Intern,Living Alone,Hispanic,Female,Rural,1
23,Government,194840,Master,Divorced,Full-time,Living with Family,Black,Female,Rural,1
55,Government,124099,Master,Widowed,Contract,Living with Roommates,Hispanic,Female,Urban,1
45,Unemployed,30594,PhD,Single,Intern,Living Alone,Black,Male,Rural,0
28,Government,167916,Highschool,Single,Intern,Living with Family,White,Male,Rural,1
40,Private,17364,Bachelor,Single,Intern,Living Alone,Hispanic,Male,Urban,0
42,Private,197164,PhD,Divorced,Full-time,Living with Family,White,Male,Suburban,1
52,Private,42633,Bachelor,Married,Intern,Living Alone,Black,Male,Suburban,0
68,Government,117239,PhD,Divorced,Full-time,Living Alone,Asian,Female,Rural,1
52,Private,149824,Master,Divorced,Part-time,Living with Roommates,White,Female,Urban,1
59,Unemployed,68999,Highschool,Widowed,Contract,Living with Family,Asian,Male,Suburban,1
59,Self-emp,169825,Master,Divorced,Part-time,Living with Roommates,Other,Female,Suburban,1
24,Private,96015,Master,Married,Intern,Living with Family,Asian,Male,Suburban,1
66,Unemployed,32068,Highschool,Divorced,Part-time,Living Alone,Hispanic,Male,Urban,0
40,Private,53994,Bachelor,Widowed,Full-time,Living Alone,Hispanic,Male,Rural,1
40,Self-emp,89927,Master,Single,Contract,Living with Roommates,White,Male,Suburban,1
64,Private,149443,Master,Widowed,Part-time,Living Alone,Other,Female,Suburban,1
49,Private,80906,PhD,Single,Full-time,Living with Roommates,Black,Female,Suburban,1
18,Unemployed,127573,Highschool,Married,Intern,Living with Family,Other,Male,Urban,1
31,Self-emp,179502,Master,Divorced,Contract,Living with Roommates,Black,Female,Urban,1
57,Unemployed,57680,PhD,Married,Intern,Living Alone,Hispanic,Female,Urban,1
55,Self-emp,83114,Bachelor,Widowed,Intern,Living Alone,Asian,Male,Rural,1
69,Self-emp,11085,PhD,Divorced,Intern,Living with Family,Black,Female,Urban,0
54,Self-emp,126600,Bachelor,Married,Contract,Living with Family,Hispanic,Female,Urban,1
41,Government,147963,Bachelor,Married,Full-time,Living with Family,Other,Male,Suburban,1
67,Private,48529,PhD,Single,Part-time,Living with Family,Black,Female,Rural,0
28,Unemployed,123193,Master,Single,Full-time,Living with Family,Hispanic,Male,Urban,1
70,Unemployed,122612,Bachelor,Widowed,Contract,Living with Roommates,Other,Male,Rural,1
59,Unemployed,141490,Master,Divorced,Full-time,Living Alone,Hispanic,Female,Suburban,1
28,Private,56862,PhD,Single,Part-time,Living Alone,Other,Male,Rural,1
23,Government,79128,Bachelor,Married,Part-time,Living with Family,Asian,Female,Urban,1
41,Unemployed,139623,Master,Divorced,Contract,Living Alone,Hispanic,Male,Rural,1
35,Government,129940,Highschool,Divorced,Contract,Living Alone,Hispanic,Female,Suburban,1
66,Self-emp,126855,PhD,Divorced,Full-time,Living with Roommates,Asian,Male,Urban,1
68,Government,153324,PhD,Married,Full-time,Living with Roommates,White,Female,Urban,1
67,Self-emp,128401,PhD,Widowed,Intern,Living with Roommates,Other,Male,Rural,1
27,Unemployed,181640,Bachelor,Divorced,Intern,Living Alone,Hispanic,Female,Rural,1
48,Unemployed,52009,Master,Married,Full-time,Living with Family,Hispanic,Male,Suburban,1
40,Private,182446,Bachelor,Divorced,Contract,Living Alone,Other,Male,Suburban,1
22,Unemployed,166269,Master,Married,Contract,Living with Roommates,Hispanic,Female,Suburban,1
35,Self-emp,116834,Bachelor,Married,Intern,Living with Family,Hispanic,Female,Urban,1
68,Government,193541,PhD,Married,Part-time,Living Alone,Hispanic,Male,Urban,1
19,Unemployed,42903,Highschool,Widowed,Full-time,Living Alone,Other,Female,Rural,0
20,Government,140987,PhD,Married,Contract,Living with Family,Other,Male,Suburban,1
31,Unemployed,134289,PhD,Married,Intern,Living with Family,Black,Male,Suburban,1
44,Private,123440,Highschool,Single,Intern,Living Alone,White,Female,Rural,1
70,Government,16589,Master,Divorced,Intern,Living with Family,Other,Male,Rural,0
47,Government,66324,PhD,Widowed,Intern,Living with Family,White,Female,Rural,1
58,Self-emp,87558,Master,Widowed,Part-time,Living Alone,Asian,Female,Urban,1
69,Self-emp,170009,Bachelor,Widowed,Intern,Living Alone,Asian,Female,Rural,1
67,Government,193507,Highschool,Divorced,Part-time,Living Alone,White,Female,Rural,1
28,Unemployed,146129,Highschool,Married,Contract,Living Alone,Asian,Female,Suburban,1
39,Self-emp,58134,PhD,Divorced,Full-time,Living with Roommates,White,Female,Suburban,1
23,Private,191836,Bachelor,Divorced,Contract,Living with Roommates,Asian,Female,Urban,1
23,Self-emp,111526,Highschool,Widowed,Full-time,Living with Family,Black,Female,Urban,1
45,Government,177968,Highschool,Married,Part-time,Living Alone,Black,Male,Rural,1
65,Self-emp,109534,Master,Widowed,Intern,Living with Family,Black,Female,Urban,1
49,Government,101929,Master,Single,Contract,Living Alone,Hispanic,Male,Suburban,1
60,Private,25672,PhD,Single,Contract,Living Alone,Hispanic,Female,Suburban,0
27,Self-emp,128346,Master,Single,Intern,Living Alone,Black,Female,Urban,1
44,Government,46418,PhD,Married,Full-time,Living with Roommates,Black,Male,Urban,0
68,Government,16405,Highschool,Married,Contract,Living with Roommates,Hispanic,Male,Urban,0
65,Self-emp,141031,Highschool,Married,Contract,Living Alone,White,Female,Rural,1
46,Self-emp,44278,Master,Divorced,Part-time,Living with Family,Black,Female,Urban,0
58,Self-emp,59175,Master,Widowed,Contract,Living Alone,Hispanic,Male,Suburban,1
38,Self-emp,164263,Bachelor,Single,Contract,Living with Family,Black,Male,Urban,1
56,Government,62499,PhD,Divorced,Full-time,Living Alone,Hispanic,Male,Urban,1
29,Government,185746,Bachelor,Married,Intern,Living with Family,White,Male,Rural,1
22,Government,43100,Master,Single,Full-time,Living with Family,Hispanic,Male,Suburban,0
58,Self-emp,30258,Highschool,Divorced,Contract,Living with Family,White,Female,Rural,0
27,Government,70111,Highschool,Divorced,Intern,Living with Roommates,White,Male,Rural,1
52,Private,105066,Bachelor,Widowed,Full-time,Living with Family,Hispanic,Male,Rural,1
38,Self-emp,64658,Highschool,Married,Part-time,Living with Roommates,Hispanic,Male,Urban,1
37,Private,72581,Highschool,Divorced,Contract,Living Alone,Asian,Female,Suburban,1
24,Self-emp,195126,Bachelor,Single,Intern,Living Alone,Other,Male,Rural,1
55,Self-emp,10135,Bachelor,Married,Full-time,Living Alone,Other,Male,Suburban,0
63,Self-emp,110991,Master,Married,Contract,Living Alone,Hispanic,Female,Urban,1
49,Government,46372,Bachelor,Divorced,Full-time,Living with Roommates,White,Male,Urban,0
22,Government,31745,PhD,Divorced,Full-time,Living with Family,Black,Female,Suburban,0
62,Government,157473,Highschool,Divorced,Intern,Living with Family,Black,Male,Suburban,1
18,Government,73801,Master,Single,Intern,Living Alone,Black,Male,Urban,1
31,Unemployed,26803,PhD,Widowed,Contract,Living with Roommates,Black,Male,Urban,0
33,Government,98439,PhD,Married,Intern,Living with Roommates,Black,Male,Rural,1
18,Self-emp,60224,PhD,Divorced,Intern,Living with Roommates,Black,Male,Suburban,1
42,Self-emp,144727,PhD,Married,Part-time,Living with Family,Asian,Female,Rural,1
38,Private,158074,Bachelor,Divorced,Full-time,Living with Roommates,Asian,Male,Suburban,1
25,Government,51434,Master,Divorced,Intern,Living with Family,White,Female,Suburban,1
53,Unemployed,181703,Bachelor,Married,Full-time,Living Alone,Asian,Female,Urban,1
40,Government,121029,Master,Divorced,Part-time,Living Alone,Asian,Female,Suburban,1
61,Private,135165,PhD,Single,Part-time,Living with Roommates,Asian,Female,Urban,1
67,Private,86724,PhD,Widowed,Full-time,Living Alone,Other,Female,Urban,1
69,Self-emp,98783,Bachelor,Married,Intern,Living with Family,Other,Male,Suburban,1
20,Self-emp,127947,Bachelor,Single,Part-time,Living with Family,White,Male,Suburban,1
43,Self-emp,115455,Highschool,Married,Part-time,Living with Family,White,Female,Urban,1
47,Government,85013,Bachelor,Divorced,Contract,Living with Family,Other,Female,Suburban,1
42,Unemployed,185552,PhD,Widowed,Full-time,Living with Family,Black,Female,Urban,1
45,Unemployed,146697,PhD,Married,Full-time,Living with Roommates,Black,Male,Suburban,1
30,Private,29943,PhD,Single,Contract,Living with Roommates,Black,Male,Rural,0
56,Unemployed,182999,Master,Single,Full-time,Living with Family,Hispanic,Female,Suburban,1
43,Unemployed,159723,Highschool,Widowed,Part-time,Living with Family,Asian,Female,Urban,1
32,Unemployed,85610,Master,Divorced,Intern,Living with Family,White,Male,Suburban,1
61,Private,124827,Highschool,Widowed,Part-time,Living Alone,Asian,Female,Suburban,1
57,Government,163261,Bachelor,Married,Intern,Living with Roommates,Asian,Female,Suburban,1
66,Unemployed,158193,Master,Married,Intern,Living Alone,White,Female,Urban,1
52,Self-emp,149809,PhD,Widowed,Part-time,Living Alone,Hispanic,Female,Urban,1
70,Self-emp,22698,PhD,Divorced,Intern,Living with Family,Hispanic,Male,Urban,0
29,Government,86898,Bachelor,Married,Intern,Living with Family,Black,Male,Urban,1
51,Private,136615,Highschool,Divorced,Intern,Living with Roommates,White,Male,Rural,1
31,Self-emp,187045,Master,Widowed,Part-time,Living Alone,Black,Male,Urban,1
43,Government,51728,Highschool,Single,Intern,Living with Family,Other,Male,Urban,1
70,Government,173684,PhD,Divorced,Part-time,Living with Family,Black,Female,Urban,1
51,Self-emp,146766,Highschool,Single,Full-time,Living Alone,Asian,Male,Suburban,1
67,Unemployed,116599,Bachelor,Single,Contract,Living Alone,White,Male,Rural,1
66,Private,48769,Bachelor,Single,Part-time,Living with Family,Hispanic,Male,Urban,0
60,Government,182630,Highschool,Single,Full-time,Living with Roommates,White,Female,Suburban,1
43,Self-emp,35035,Master,Single,Part-time,Living with Roommates,Hispanic,Male,Rural,0
36,Self-emp,122481,Bachelor,Widowed,Full-time,Living Alone,Black,Male,Suburban,1
37,Private,162546,Bachelor,Divorced,Intern,Living with Roommates,Black,Female,Suburban,1
48,Unemployed,107978,Master,Married,Contract,Living with Family,White,Female,Suburban,1
48,Self-emp,104704,PhD,Widowed,Full-time,Living Alone,Other,Male,Suburban,1
46,Government,151929,Master,Single,Full-time,Living with Family,Asian,Female,Urban,1
20,Private,90571,Bachelor,Widowed,Part-time,Living with Family,Other,Female,Suburban,1
40,Unemployed,172876,Highschool,Married,Contract,Living Alone,Asian,Female,Urban,1
66,Government,102818,Bachelor,Widowed,Contract,Living Alone,White,Male,Urban,1
43,Private,164203,Master,Divorced,Full-time,Living Alone,Black,Female,Suburban,1
22,Unemployed,31796,Master,Divorced,Full-time,Living with Family,Hispanic,Male,Urban,0
60,Private,180836,Master,Divorced,Contract,Living with Roommates,Other,Female,Urban,1
43,Private,157442,Bachelor,Single,Intern,Living with Family,Hispanic,Female,Urban,1
30,Private,96424,PhD,Widowed,Part-time,Living with Family,Black,Female,Urban,1
19,Private,182826,Bachelor,Single,Intern,Living with Roommates,Asian,Male,Suburban,1
61,Government,156498,PhD,Married,Full-time,Living Alone,Asian,Female,Suburban,1
37,Government,32313,Bachelor,Widowed,Contract,Living Alone,Hispanic,Female,Urban,0
48,Self-emp,169891,Master,Single,Intern,Living Alone,Black,Male,Rural,1
46,Self-emp,44690,PhD,Widowed,Full-time,Living with Family,Hispanic,Female,Rural,0
65,Unemployed,161952,Master,Divorced,Full-time,Living with Roommates,Other,Female,Suburban,1
27,Private,192907,Highschool,Single,Contract,Living with Family,Black,Male,Rural,1
38,Self-emp,135391,Bachelor,Widowed,Contract,Living with Family,Hispanic,Female,Rural,1
50,Government,151223,Master,Widowed,Intern,Living with Roommates,Other,Male,Rural,1
68,Unemployed,122712,PhD,Divorced,Part-time,Living with Roommates,White,Female,Rural,1
69,Unemployed,126966,Bachelor,Widowed,Intern,Living with Family,Other,Male,Suburban,1
18,Government,183325,Bachelor,Divorced,Contract,Living with Family,Asian,Female,Urban,1
65,Private,30275,PhD,Widowed,Contract,Living Alone,Black,Female,Rural,0
60,Private,101213,Bachelor,Widowed,Full-time,Living with Roommates,Hispanic,Male,Urban,1
21,Self-emp,197095,Bachelor,Divorced,Full-time,Living with Family,Hispanic,Male,Suburban,1
50,Government,40149,Highschool,Divorced,Intern,Living with Roommates,Asian,Female,Urban,0
22,Self-emp,124827,Master,Single,Part-time,Living Alone,Asian,Female,Urban,1
59,Private,159435,Bachelor,Widowed,Intern,Living with Roommates,Black,Female,Urban,1
41,Self-emp,115207,Master,Married,Full-time,Living with Roommates,Asian,Female,Rural,1
28,Government,13956,Highschool,Married,Full-time,Living Alone,Hispanic,Female,Suburban,0
31,Private,134501,Master,Widowed,Part-time,Living with Roommates,Hispanic,Male,Rural,1
64,Government,102207,Highschool,Divorced,Intern,Living with Roommates,White,Female,Urban,1
21,Unemployed,84127,PhD,Widowed,Full-time,Living with Roommates,Asian,Male,Rural,1
55,Unemployed,81913,Master,Divorced,Part-time,Living with Family,Asian,Female,Rural,1
27,Self-emp,110708,Bachelor,Widowed,Intern,Living with Family,Black,Male,Urban,1
45,Private,197289,Master,Divorced,Part-time,Living with Roommates,Other,Female,Rural,1
34,Unemployed,164574,Highschool,Single,Part-time,Living with Roommates,Black,Female,Urban,1
52,Government,88660,Master,Married,Full-time,Living with Roommates,Other,Female,Suburban,1
58,Government,61381,Master,Married,Full-time,Living with Roommates,Other,Male,Rural,1
18,Government,24525,Bachelor,Divorced,Full-time,Living with Roommates,Black,Female,Rural,0
70,Unemployed,170923,Bachelor,Married,Contract,Living with Roommates,White,Female,Suburban,1
63,Self-emp,64417,Highschool,Widowed,Full-time,Living Alone,Black,Female,Suburban,1
19,Government,127437,Master,Divorced,Contract,Living with Roommates,Hispanic,Male,Rural,1
35,Unemployed,50818,Master,Single,Part-time,Living with Family,White,Male,Urban,1
60,Government,197871,Master,Widowed,Intern,Living with Roommates,Black,Male,Urban,1
48,Self-emp,31991,PhD,Widowed,Intern,Living Alone,Asian,Male,Suburban,0
65,Unemployed,50836,Master,Widowed,Part-time,Living with Roommates,Hispanic,Female,Suburban,1
18,Unemployed,30754,Master,Married,Part-time,Living with Family,Hispanic,Male,Urban,0
45,Private,181461,PhD,Widowed,Full-time,Living with Roommates,Hispanic,Male,Urban,1
36,Unemployed,150075,PhD,Married,Intern,Living with Roommates,Black,Male,Urban,1
44,Self-emp,29429,Master,Divorced,Part-time,Living Alone,Hispanic,Male,Urban,0
20,Self-emp,17603,Highschool,Divorced,Part-time,Living with Family,Black,Male,Suburban,0
49,Private,99270,Bachelor,Divorced,Intern,Living with Family,Other,Female,Suburban,1
45,Unemployed,69386,Master,Divorced,Contract,Living with Family,White,Male,Rural,1
48,Self-emp,113663,Highschool,Married,Full-time,Living Alone,Asian,Female,Rural,1
31,Unemployed,61594,PhD,Divorced,Part-time,Living with Roommates,White,Female,Urban,1
68,Private,111058,Highschool,Single,Part-time,Living with Family,Hispanic,Female,Rural,1
62,Private,172663,Bachelor,Single,Contract,Living with Roommates,Asian,Female,Rural,1
66,Private,184301,Bachelor,Widowed,Contract,Living with Roommates,Other,Male,Urban,1
18,Unemployed,58047,Bachelor,Widowed,Part-time,Living with Roommates,Hispanic,Female,Urban,1
18,Unemployed,148645,Master,Single,Intern,Living with Roommates,Black,Male,Urban,1
51,Government,18531,PhD,Divorced,Part-time,Living with Family,Hispanic,Female,Urban,0
43,Government,142148,Bachelor,Divorced,Part-time,Living Alone,Asian,Female,Rural,1
48,Self-emp,69812,PhD,Divorced,Part-time,Living with Roommates,Black,Male,Urban,1
42,Government,180485,PhD,Married,Contract,Living with Family,Black,Female,Rural,1
21,Self-emp,33990,Master,Divorced,Intern,Living Alone,Other,Female,Rural,0
36,Government,42032,Bachelor,Married,Contract,Living with Family,Hispanic,Female,Urban,0
27,Self-emp,35861,PhD,Divorced,Part-time,Living Alone,Asian,Female,Suburban,0
59,Government,66794,Bachelor,Widowed,Part-time,Living with Family,Other,Male,Suburban,1
29,Private,123079,Bachelor,Divorced,Full-time,Living with Roommates,Other,Female,Urban,1
65,Unemployed,150215,Highschool,Single,Contract,Living with Roommates,White,Male,Rural,1
23,Private,100171,PhD,Single,Part-time,Living with Family,Other,Female,Urban,1
47,Self-emp,41959,Bachelor,Divorced,Full-time,Living Alone,Hispanic,Male,Suburban,0
27,Government,165808,Master,Widowed,Intern,Living Alone,Black,Male,Rural,1
65,Government,51572,Highschool,Divorced,Part-time,Living Alone,White,Female,Rural,1
21,Private,39543,Bachelor,Single,Part-time,Living Alone,Hispanic,Female,Urban,0
47,Self-emp,24022,PhD,Divorced,Intern,Living with Family,Black,Male,Rural,0
33,Private,192880,PhD,Single,Full-time,Living Alone,Hispanic,Male,Rural,1
61,Government,165823,Bachelor,Single,Full-time,Living with Family,White,Female,Rural,1
18,Private,22982,PhD,Widowed,Intern,Living with Family,Hispanic,Female,Suburban,0
69,Government,95065,Bachelor,Divorced,Part-time,Living Alone,Black,Female,Urban,1
34,Unemployed,70182,Highschool,Single,Contract,Living with Roommates,White,Female,Urban,1
54,Government,146402,Master,Married,Contract,Living Alone,Other,Male,Rural,1
44,Government,56577,Highschool,Married,Full-time,Living Alone,Black,Female,Suburban,1
37,Unemployed,148869,Master,Married,Intern,Living Alone,White,Male,Urban,1
64,Government,172406,Master,Divorced,Part-time,Living with Family,Hispanic,Female,Suburban,1
42,Private,58050,Master,Single,Contract,Living Alone,Hispanic,Female,Rural,1
57,Government,12014,PhD,Divorced,Intern,Living with Roommates,Asian,Male,Urban,0
46,Self-emp,31612,Highschool,Widowed,Part-time,Living Alone,Asian,Male,Urban,0
55,Private,165371,Bachelor,Divorced,Contract,Living with Roommates,Asian,Female,Urban,1
24,Government,20356,Master,Widowed,Part-time,Living with Roommates,Asian,Male,Suburban,0
29,Government,80774,Master,Single,Full-time,Living Alone,Asian,Female,Suburban,1
47,Unemployed,68736,Highschool,Widowed,Full-time,Living with Family,White,Female,Urban,1
25,Government,83284,Bachelor,Widowed,Part-time,Living Alone,Black,Male,Rural,1
39,Private,61434,PhD,Single,Contract,Living with Roommates,Other,Male,Urban,1
46,Private,161111,PhD,Divorced,Part-time,Living with Family,Other,Female,Rural,1
48,Private,94322,Bachelor,Married,Part-time,Living with Family,Hispanic,Female,Rural,1
55,Private,153352,Bachelor,Divorced,Intern,Living Alone,White,Female,Suburban,1
28,Unemployed,88275,Master,Divorced,Part-time,Living with Family,Other,Female,Suburban,1
67,Unemployed,71460,Bachelor,Married,Part-time,Living with Roommates,Asian,Female,Suburban,1
60,Unemployed,132935,Bachelor,Divorced,Intern,Living with Roommates,Black,Female,Suburban,1
37,Private,148589,Bachelor,Married,Intern,Living with Roommates,Other,Male,Rural,1
58,Self-emp,68300,Bachelor,Single,Contract,Living with Family,White,Male,Rural,1
50,Unemployed,89130,PhD,Married,Full-time,Living Alone,White,Female,Urban,1
48,Unemployed,44376,Master,Divorced,Part-time,Living Alone,Black,Male,Urban,0
26,Government,150643,Master,Widowed,Full-time,Living Alone,White,Male,Rural,1
64,Government,72644,Highschool,Divorced,Part-time,Living with Roommates,White,Female,Suburban,1
30,Government,43965,Bachelor,Single,Full-time,Living with Family,Hispanic,Female,Suburban,0
28,Government,89163,Highschool,Single,Part-time,Living with Family,White,Male,Rural,1
50,Unemployed,42042,Master,Widowed,Part-time,Living with Roommates,Asian,Male,Rural,0
45,Private,134434,Master,Divorced,Contract,Living with Family,Asian,Female,Suburban,1
67,Government,63766,PhD,Single,Part-time,Living with Family,Black,Female,Suburban,1
57,Unemployed,151060,Bachelor,Widowed,Contract,Living Alone,Other,Female,Urban,1
33,Government,86469,Bachelor,Divorced,Full-time,Living Alone,Asian,Male,Rural,1
36,Private,47232,Bachelor,Divorced,Full-time,Living with Roommates,Hispanic,Male,Suburban,0
62,Self-emp,144742,Master,Married,Part-time,Living with Roommates,Black,Female,Suburban,1
34,Self-emp,158105,Master,Widowed,Part-time,Living with Roommates,Other,Female,Rural,1
24,Private,54961,Bachelor,Divorced,Full-time,Living with Family,White,Male,Rural,1
29,Government,154791,Master,Married,Contract,Living with Roommates,Asian,Male,Rural,1
51,Government,195090,Highschool,Single,Part-time,Living with Roommates,White,Female,Urban,1
66,Government,115626,PhD,Widowed,Part-time,Living with Roommates,Other,Female,Urban,1
23,Private,199336,PhD,Single,Full-time,Living Alone,Black,Male,Suburban,1
57,Private,97074,Highschool,Single,Contract,Living with Family,White,Male,Suburban,1
22,Government,183471,Highschool,Widowed,Contract,Living with Roommates,Other,Male,Urban,1
61,Unemployed,171735,Bachelor,Widowed,Contract,Living Alone,Black,Female,Rural,1
33,Self-emp,150326,PhD,Single,Contract,Living with Roommates,Other,Female,Suburban,1
34,Unemployed,138617,PhD,Married,Intern,Living with Roommates,Other,Female,Rural,1
39,Government,181435,PhD,Divorced,Full-time,Living with Family,Other,Male,Suburban,1
56,Government,27345,Highschool,Widowed,Intern,Living with Roommates,White,Female,Rural,0
18,Self-emp,94543,Master,Divorced,Contract,Living with Roommates,Other,Female,Suburban,1
31,Self-emp,86937,Master,Divorced,Part-time,Living with Family,Asian,Female,Urban,1
66,Private,162882,PhD,Single,Full-time,Living Alone,White,Male,Rural,1
36,Government,84756,Bachelor,Married,Full-time,Living with Family,Hispanic,Male,Urban,1
50,Self-emp,129793,Highschool,Married,Intern,Living with Roommates,Hispanic,Female,Urban,1
53,Self-emp,51306,PhD,Divorced,Intern,Living with Roommates,Hispanic,Female,Suburban,1
58,Unemployed,82962,Highschool,Single,Full-time,Living with Family,Asian,Female,Suburban,1
40,Private,115500,Master,Married,Contract,Living with Family,Black,Female,Suburban,1
26,Unemployed,104162,Bachelor,Divorced,Full-time,Living with Family,Hispanic,Female,Rural,1
58,Unemployed,198668,Bachelor,Married,Full-time,Living Alone,Asian,Male,Suburban,1
63,Self-emp,131153,Bachelor,Divorced,Full-time,Living with Roommates,Black,Male,Suburban,1
58,Government,132608,Bachelor,Single,Contract,Living with Roommates,Hispanic,Male,Rural,1
55,Government,23093,Master,Widowed,Contract,Living with Family,Other,Male,Urban,0
29,Government,18592,Bachelor,Divorced,Intern,Living Alone,Black,Female,Suburban,0
60,Self-emp,49318,Bachelor,Married,Part-time,Living Alone,Asian,Female,Urban,0
54,Government,110263,Master,Widowed,Full-time,Living Alone,Black,Male,Rural,1
39,Private,31548,Bachelor,Single,Intern,Living with Family,Asian,Female,Rural,0
22,Self-emp,137899,Bachelor,Married,Contract,Living with Family,Asian,Female,Suburban,1
30,Unemployed,36492,Highschool,Widowed,Intern,Living with Family,Other,Male,Suburban,0
53,Private,110470,PhD,Single,Part-time,Living with Roommates,Asian,Male,Rural,1
65,Self-emp,50888,Master,Divorced,Full-time,Living Alone,White,Female,Urban,1
25,Private,156168,PhD,Single,Part-time,Living with Family,Other,Male,Rural,1
55,Government,73637,Bachelor,Widowed,Intern,Living with Family,Hispanic,Male,Rural,1
39,Government,118337,PhD,Single,Full-time,Living Alone,Black,Female,Suburban,1
40,Government,78518,PhD,Divorced,Intern,Living Alone,Black,Male,Urban,1
20,Government,95895,PhD,Married,Contract,Living Alone,Other,Male,Rural,1
37,Government,69889,Master,Married,Intern,Living Alone,Asian,Female,Rural,1
63,Unemployed,77314,Bachelor,Divorced,Full-time,Living with Family,Black,Female,Suburban,1
30,Private,145945,Bachelor,Divorced,Contract,Living with Roommates,White,Female,Urban,1
47,Government,26767,Highschool,Single,Part-time,Living with Family,Other,Male,Suburban,0
27,Government,136555,Master,Divorced,Part-time,Living with Roommates,Hispanic,Male,Suburban,1
39,Government,108959,Master,Married,Part-time,Living Alone,Black,Female,Suburban,1
50,Self-emp,181220,PhD,Divorced,Full-time,Living Alone,Black,Female,Urban,1
47,Private,118717,Master,Married,Contract,Living Alone,Other,Female,Rural,1
70,Private,16034,Bachelor,Married,Part-time,Living with Roommates,Asian,Male,Rural,0
51,Self-emp,117870,Bachelor,Married,Part-time,Living with Roommates,Hispanic,Female,Rural,1
61,Unemployed,80899,PhD,Single,Part-time,Living with Roommates,Asian,Male,Rural,1
30,Self-emp,156194,Bachelor,Divorced,Part-time,Living with Roommates,Asian,Male,Rural,1
37,Unemployed,44366,Highschool,Divorced,Intern,Living with Family,Black,Male,Urban,0
37,Unemployed,166332,PhD,Married,Full-time,Living with Roommates,Black,Female,Suburban,1
46,Unemployed,89803,Master,Married,Full-time,Living with Roommates,Black,Female,Urban,1
43,Government,50354,Master,Widowed,Full-time,Living with Family,Hispanic,Male,Rural,1
49,Private,188062,Bachelor,Widowed,Contract,Living with Roommates,Other,Male,Rural,1
20,Government,30994,Bachelor,Single,Contract,Living with Family,White,Male,Rural,0
47,Private,190212,PhD,Widowed,Part-time,Living with Family,Black,Male,Rural,1
22,Self-emp,103533,Highschool,Widowed,Intern,Living Alone,Hispanic,Female,Urban,1
47,Private,123515,Master,Married,Full-time,Living with Family,Other,Female,Rural,1
36,Private,44581,PhD,Single,Intern,Living with Family,Asian,Male,Rural,0
62,Unemployed,198920,Highschool,Divorced,Part-time,Living with Roommates,Other,Female,Urban,1
52,Unemployed,126882,Bachelor,Married,Intern,Living with Roommates,Other,Female,Urban,1
21,Private,19537,PhD,Single,Part-time,Living with Roommates,Other,Male,Suburban,0
22,Unemployed,186518,Bachelor,Single,Part-time,Living with Family,Other,Female,Rural,1
52,Government,179591,Bachelor,Widowed,Contract,Living Alone,Other,Male,Rural,1
